releaseMonth,lifetime_gross,imdb_averageRating
4,131538435,6.3
7,195042377,7.4
11,30664106,6.3
4,33307793,7.3
11,35893537,7.7
6,110825712,7
1,1671377,7.8
12,2703296,7.3
5,155442489,6.9
7,64063008,5.7
7,146880162,7.4
1,47836282,4.2
7,5879736,7.8
1,921974,7.5
7,55483770,6.3
3,168052812,6.7
9,57027435,5.6
4,678815482,8.4
7,153440,7.5
12,10663357,7.5
8,500000,5.5
9,21460601,7.5
11,12816367,7
11,487391,8.1
6,79091969,7.7
12,63595658,6.9
2,26589355,8.3
6,9043472,6.1
11,79666653,5.9
6,189969103,7.2
7,9346177,6.3
7,7206220,7.1
7,14796236,5.3
8,12480249,6.4
12,15782759,5.9
5,19910002,5.9
11,20605209,7.9
8,29309766,6.2
8,760883,6.5
8,1723872,8.2
6,33759266,5
10,8801940,6.8
5,47951979,7.4
11,29426,7.7
7,17005229,7.3
11,29999213,5.4
6,26657534,6.7
7,6948633,5.1
1,22905522,6.3
7,32324557,5.9
7,46357676,8.3
11,20419446,5.2
12,4615255,2.2
8,5669831,5.5
10,3838793,5.5
1,70001698,7.2
8,18671317,7.1
6,112494738,6.6
4,6291444,6.8
12,66666062,7.6
9,5728953,5.9
11,26118851,7.4
2,21036771,5.4
2,8862354,6.5
2,5820015,6.3
10,8211952,7.1
11,79091969,7.3
3,34416893,7.2
6,33669178,6
9,15618626,7.4
5,15012935,6.4
4,5136759,5.6
10,1277404,6.3
7,11128309,4.9
2,242623,7.5
8,14960255,5.2
7,16270600,6.9
7,4096030,4.7
10,5471088,7.5
3,2827107,7.1
8,21370057,6.1
5,1723319,6.7
11,48919043,6.8
3,9745803,5.7
5,84049211,6.5
4,13609396,5.8
2,41833324,6.9
5,4858139,6.1
8,3283371,6.5
1,18994653,6.1
7,4630377,6.6
8,20164171,6.6
5,13642861,7
3,27058304,6.2
1,19281235,4.6
9,46816343,6.5
10,8647042,5.9
4,14815317,6.3
6,71516617,7.6
6,81022101,5.3
12,670727,6.8
2,34244097,5.9
9,7024389,6.9
5,10015449,7.6
5,11079373,7.3
7,60074103,5.9
7,50024083,5.5
5,4569019,7.4
5,3793614,3.5
8,3011195,6.9
12,285112,7
2,20340204,6.2
10,22955097,5.5
9,105489203,6.4
1,13323144,6.7
6,100138851,7
5,1875527,6.6
8,27663982,4.5
8,1356329,6.3
4,2654308,6.9
7,25023434,6.9
1,3675201,7.6
4,4555020,7.2
8,16491080,8.1
9,332597,6.8
7,105263257,5.5
1,1677131,5.7
2,125397,6
10,22459274,6.3
10,14594226,6
9,10319915,4.8
10,167435,8
4,3572443,4.7
11,9898412,6.3
9,3121,7.1
9,250147,5.2
8,317422,7.6
11,100494675,5.9
12,81298265,7.4
4,87704396,6.3
7,31770414,5.8
3,16649768,6.6
9,92113,7
2,10827810,7.6
5,6180200,7.5
10,30636478,5.2
10,34102780,6.7
9,40222729,6.4
7,140539099,6.5
4,4781539,5.7
2,57262492,6.7
11,94591,7.3
9,12178602,6.9
9,688523,7.2
4,466664,7.3
3,112719001,5.6
3,638227,7.3
3,1328815,7.6
10,50294317,6.8
5,258771,7.1
5,306567,7
2,105813373,6.5
1,103863,5.3
4,13110448,7.2
11,15667270,7.5
1,16007718,7
5,4850753,6.5
3,314729,7.5
8,14018296,6.4
10,4777465,6.9
9,1011871,7
8,227966634,6.8
2,19955598,7.5
10,25581229,6.4
11,267907,6.7
8,35667218,5.6
9,254683,6
9,75782105,6.3
12,63860942,6.5
4,12251640,6.6
10,41088845,6.5
5,242829261,6.8
10,10249719,2.1
5,106128601,7
2,227986,6.4
4,42071069,6.2
1,17071962,5.6
8,1117864,6.5
3,3783,7.2
2,12512886,5.2
3,128200012,6.4
4,54702,6.3
9,2041014,6.3
9,9055921,5.1
5,3297137,6.3
4,18761993,6.8
10,26850426,6.3
8,95170481,5.8
7,101704370,5.8
10,13109815,6.1
4,1341332,7.7
7,5820649,8.1
8,36323505,6.4
8,28544157,7.5
9,22545080,5.6
2,36006,6.7
1,67264877,7.3
12,19398532,6.3
11,63946815,6.1
9,85105259,6.1
1,15281286,6.4
10,37770162,7.2
1,17127992,5.8
11,40660952,7.5
11,163561,7
12,627047,7.3
1,888975,5.5
4,13569248,7.5
3,23086480,5
12,103365956,6.6
6,69705,6.5
7,20361,6.4
12,57377916,8
1,47326473,5.9
9,969869,6.8
9,101530738,7.2
5,3093394,5.4
5,1005539,6.3
4,15233,4.7
4,7191830,5.5
1,17510118,7.4
12,66661095,7
3,47852604,5.9
2,45060734,5.9
2,35193167,6.4
8,19185184,6.2
3,10915744,6.4
2,6575282,5.2
6,117154724,6.9
2,50572589,6.5
11,130164645,7.8
8,30691439,6.1
12,80070736,7
8,9534258,6.7
5,133375846,6.7
1,60022256,5
10,4444637,6.9
1,28596818,6.3
11,21488481,7.5
12,19806188,4.7
6,240239,7.2
5,224169,6.6
1,274661,7.5
10,13848978,6.9
6,8665206,5.9
8,27779426,6.1
11,15002854,6.2
5,238736787,6.3
1,58715510,5.5
1,8050,6
6,9439923,7.8
10,312751,7.8
7,126643061,6.2
7,131772187,4
7,118311368,6.4
12,110101975,6
4,17432844,5.9
8,15515460,6.5
5,57046,7.1
9,52474616,6.2
1,125095601,7.5
7,944933,7.7
8,94125426,7
12,258366855,7.8
2,12574914,7.3
12,83823381,7.4
11,88631237,7.1
9,60128566,5.8
7,80360843,5.2
11,100539043,6.5
6,93051,6.2
10,551697,7.5
2,37300107,4.8
7,35353000,5.7
11,707481,5.8
5,254464305,6.5
5,1188194,7
7,1436900,7.5
6,126477084,7
9,666557,7.2
2,4168528,6.8
3,504030,6.7
3,37662162,5.4
8,93050117,6.6
2,125014030,6.8
3,75143,6.2
6,218815487,6.9
10,45290318,6.4
8,50701325,5.6
12,37134215,5.8
6,252603,5.5
11,30668,5.7
1,3909002,7.2
12,150117807,7.2
12,162805434,8.5
7,83028128,6.4
4,4105187,7.6
10,6263670,6.9
12,91125683,8
6,245439076,5.6
7,133668525,5.4
4,25423,6
1,143528619,7.1
4,4719695,6.3
11,258237,7.2
5,4069826,7.4
7,258384,7.1
11,200074609,6.8
11,38322743,7.5
11,373605,7.1
2,162685,7.1
1,16971,5.7
8,19375982,7.3
10,84464,6.8
10,130152,8.1
12,42606,7.1
1,14044,6.8
10,3494070,8
6,82051601,5.9
7,490643,7.6
5,1329249,7.8
12,48958273,7.4
3,22936,6.6
9,16008272,7.8
9,12376625,7.4
9,2844379,7.5
7,40456565,7.1
6,66308518,7.2
1,14500000,7.9
3,7712114,7.3
10,23562716,7.5
5,60541301,8.3
5,44785053,7.8
7,12348905,6.3
4,15700000,7.4
12,20972000,6.7
4,620155,7.5
9,2783840,6.8
12,26414658,6.4
10,74865517,6.1
3,22228000,7.3
9,22482952,7.1
6,46918287,6.4
2,11487676,8.4
4,14905359,6.3
2,119285432,7.6
6,85297000,6.8
7,21667789,6
8,21156152,6.1
4,92921203,6.2
6,59950623,5
6,79567667,7.1
6,31042035,5.9
2,80035402,6.6
3,76572238,6.9
3,69821334,6.3
5,40833132,6.5
8,24922237,7.1
6,11603545,6.1
4,10631333,7.7
11,23717291,6.2
10,12361866,6.4
8,33086611,6.1
10,3272593,7.4
10,8988731,5.5
10,1261000,6.6
2,28607524,7.4
10,27820000,5.3
8,13110903,5.9
8,17685307,6.5
11,1988962,5.6
8,12423831,6.5
3,55572,7.2
11,12396383,6.4
11,4572845,6.3
11,33244684,6.7
11,8578231,5.7
7,5344577,6.2
4,3587303,7.4
7,7282851,6.4
9,2835116,7.6
10,15942628,5.8
6,16093651,4.4
2,241278,6.6
4,57469467,6.5
2,792966,5
12,5820020,7.5
9,34872033,4.7
7,69467617,6.7
12,70405498,8
12,59509925,7
7,20246790,5.9
5,1543112,7.1
10,21413105,6.9
3,115103,5.6
10,7191399,6.4
10,25792310,6.7
1,9493259,7.5
7,58422650,6.6
5,144731527,6.7
7,2034470,5.3
6,57138719,6.4
10,11146270,6.2
4,106614059,6
4,5145823,6.5
8,3335984,5.4
9,23032565,6.5
7,2405285,5.7
9,10622,7.1
10,18272894,6
3,16453258,5.3
3,15119639,7.2
9,3062530,6
10,1316865,6.1
5,6243722,6.7
3,684351,4.8
1,163145,7.6
12,1110104,6.5
9,15116634,4.7
3,12201255,5.3
6,34693481,5.6
8,13406717,4.7
5,15453274,5.3
10,31738,6.4
6,141579773,6.7
11,8289916,5.1
10,21284514,6.8
1,57141459,8
11,9206470,7.1
5,8008255,5.5
3,2420162,4.9
4,28946127,6.7
11,60592389,5.7
11,136492681,6.7
4,12816367,6.2
10,26400640,7.9
3,1294919,7.5
1,26420672,6.8
10,4366722,6.3
3,192769854,6.2
12,3799185,8.3
11,14328,7.2
1,11538235,4.9
11,6719864,8.5
11,6451628,7.3
5,136314294,5.4
12,136801374,8.6
9,907996,6.6
5,215409889,6.1
2,36850101,5.1
4,18912328,6.4
9,5502773,6.7
5,14401563,6.9
5,310676740,6.6
4,32722798,6.9
1,57545092,7.4
5,14902041,7.3
5,137748063,6.4
8,8951935,5.3
9,2205339,7.4
6,254441,7.3
9,12811858,4.6
3,12597,6.3
10,2807390,7.7
11,58856790,6.4
7,6201143,7
5,9017070,5.3
3,11540607,7.5
1,124115725,7.6
8,16025437,6.1
10,3043284,7
4,1079108,6.9
8,41821986,5.1
10,21974919,6.6
1,35552383,7.9
10,1565852,6.7
6,78616689,7.2
1,11328094,6.1
4,52990775,7.5
3,148479,6.4
8,96522687,7.6
8,19753553,5.1
9,4342203,6.7
1,11260096,7
1,29831583,5.4
7,93385515,5.1
5,1452698,7
5,29760152,5.8
9,4160475,7.2
5,52775765,6.7
10,228194,6.1
9,1012069,7.5
3,12988801,7
2,30323400,6.1
8,15550605,4.7
1,36381186,5.6
5,40007742,5.7
9,96269,7.4
8,454736,6.4
10,6532619,6.6
2,60476872,6.2
8,40390647,5.7
1,2591,5.6
12,35081594,5.5
3,170000,8.5
9,3212310,6.3
5,134029801,6.9
8,4890878,7.7
4,6130049,4.8
8,8725813,5.8
9,127035,6.9
3,34400301,8.3
6,3681066,6.7
8,32014,7.5
3,468867,6.8
3,4434432,6.5
7,58202,6.9
4,90710620,5.1
2,17018422,2.3
1,26890041,6.2
10,782383,7.1
7,16809014,5.1
3,4593598,8
11,167445960,8
10,39568996,6.6
11,36024076,6.6
6,480813,4.8
3,68820,5.8
12,275380,5.3
10,36787257,5.8
3,5128124,7.8
2,11036366,7
11,10144010,7.2
7,319246193,7
4,11052958,6.4
10,1151330,7
4,26418667,6.8
9,872252,7.6
11,31664162,7.4
11,67294270,6.8
10,21448782,3.7
5,1822428,7.1
11,182207973,7.3
3,118594548,6.3
12,8050977,5.9
7,42285169,5.5
5,1534584,7.7
1,36605602,7.6
9,19528602,5.9
7,535234033,9
5,7025810,6.1
2,688529,6.5
5,39046489,5.8
12,43545364,7
12,28544157,7.1
9,476270,7.3
6,16123323,5.6
7,144169664,6.5
1,973018,6.6
2,110485654,5.7
10,486767,6.6
5,404122,6.5
8,15743471,7.6
11,8117000,7.2
3,46026,7.1
9,13367624,6.7
12,141319928,8
9,19219250,5.8
12,77267296,6
5,177404,7.6
10,12796841,6.7
8,659483,6.3
1,26238243,7.9
8,470691,7.1
10,35291068,6.9
6,176591618,6.2
4,92234,7.7
4,24007324,5.7
6,60974475,6.3
9,3865,6.5
4,98711404,6.3
5,1818681,7.2
2,46843513,6.1
3,21392758,5.4
9,158348367,5.8
8,183637894,6.3
3,58250803,6.3
12,75624550,7.1
2,103860290,5.7
3,3614896,5.8
12,1804139,6.7
5,65422625,5.8
9,53837,6.5
4,16008272,6.4
2,10721033,5.4
1,18942396,5.8
1,66528000,6.4
4,123854,5.6
12,10095170,7.8
9,10724389,7
9,68723,7.1
5,779188,5.7
4,57011521,6.7
8,42587643,5.9
3,54731865,6.7
3,52698535,6.6
1,183637894,8
11,1730296,7.3
2,72689,7.7
10,25888412,5.2
11,6002451,7.2
12,4636169,5.6
10,152972,5.7
8,49008662,6.3
7,303187,6.5
8,104810,5.7
6,2075,5.5
6,191719337,7
11,20158898,6.5
5,74262031,6.4
10,19316646,5.6
6,208588,6.2
4,10171304,5.2
10,13651946,6.6
7,88273,5.6
10,1270847,7.2
6,81476385,6.3
8,22467450,5.7
7,126663600,6.4
5,10429707,5.3
3,7137,8.1
12,84410380,6.7
3,3237118,7.9
6,152901115,6.7
9,11989328,6.1
12,47695371,7.8
8,89217875,7.1
12,56468410,7.4
7,67268835,6.3
8,27780977,7
1,21198205,7.4
11,72110659,5.6
7,38405088,7.4
8,102247150,7.3
4,32064800,7
7,659363944,7
11,116428,7.8
5,7705225,8.3
12,40356000,7.1
12,119267,7.6
3,134966411,9.2
9,14973382,8
12,232906145,8.1
7,8091910,7.6
12,31063038,6.6
6,71215869,6.9
10,8400000,5
6,65810475,7.6
10,8415112,4.8
6,24265659,6.1
5,10000000,6.2
10,4000000,7.9
7,18826490,5.3
5,14099953,7.1
12,15856028,6.7
4,1246141,4.9
8,64783827,6.6
6,28078073,5
12,23859382,6.2
9,5095592,8.7
3,4736202,7.9
8,48143579,6.3
10,10609321,7.6
12,87071205,7.1
5,50327960,6.3
12,19739575,6.8
9,174803506,6.6
7,85160248,8.4
12,25147055,5.9
4,1500000,7.4
8,2315683,3.2
2,26285544,6
1,6075793,5.2
5,14000000,6
12,22238696,7.7
10,12046526,5.4
11,15151736,5.7
6,29760613,6.1
2,10021120,7.3
7,54215416,6.9
3,65207127,7.6
7,9868521,5.5
4,1584970,5.5
10,30857814,8
4,66995879,6.5
6,38119483,7.1
8,65673233,6.7
10,24720479,7
12,78756177,7.6
2,19595031,6.4
8,1209846,8
9,46212055,6.6
10,3563162,6.5
1,2777280,6.2
2,26979166,7.8
3,1108462,7.2
9,7237794,6.1
8,793775,6
6,52210049,5.5
12,86888546,6.8
6,82670733,6.1
3,4960385,6
10,46044396,5.9
1,6263883,7.3
8,44143410,6.5
2,9804775,5.7
1,4532791,7.4
4,1526697,7.1
1,7241350,6.7
2,101599005,6.3
3,13086430,7.1
11,82522790,7.4
7,16624456,5.7
1,205569,7.4
6,13272113,6.1
7,1342613,6.6
6,83351587,6.8
12,4058564,7
2,11738022,7.2
12,152322,7.2
4,9011574,6
2,428868,6
11,2341309,3.9
8,3418141,4.9
5,38922972,6.6
6,12440858,5.6
6,449707,8
2,10424645,5.5
7,9979683,5.8
1,66638883,7.5
5,101631272,7
10,20059210,6.5
10,107928762,8.9
5,190749,7.6
3,11439193,6.9
9,16487349,5.5
5,5682429,7.2
5,33177694,6.5
5,3941146,3.8
11,17519169,6.5
7,69684532,5.5
1,43182776,7.7
12,20350171,5.8
4,9418365,5.6
12,63118386,6.8
6,1474628,6.9
8,17917287,4.6
3,25785603,6.1
8,18626419,5.9
3,29090,6.8
8,7032782,5.8
10,20677,5.3
7,68485,6.5
1,2409225,2.5
5,669625,7.7
4,14818176,6
7,1287480,6.7
12,26570463,5.1
11,58406347,7.1
12,57563264,8.6
4,12021272,7.2
4,2178160,6.2
6,99112101,7.3
8,25480490,6
3,41230799,6.9
11,6745362,7.2
4,82280579,4.1
6,10023282,6.4
7,44547681,7.3
3,40119709,6.6
10,1053788,6.9
3,30147739,6.6
8,8341087,6.9
12,40283321,6.6
5,16071990,6.4
6,30229,6.7
9,116741558,6.5
4,1152979,7.5
1,10827816,7
12,7065332,7.2
9,687194,5.8
6,101648571,6.5
3,125595205,7.4
1,57328603,6.1
4,33772838,6.7
11,48818921,7.2
5,2552992,7.2
6,117559438,5.2
10,1115313,6.6
1,441664,7.2
11,5318679,7.3
11,2402652,6.4
6,112952899,4.7
2,18492362,7
10,23980304,4.7
4,24718164,5.2
6,28734552,6.4
3,188952,7.1
12,17600423,5.9
3,15614000,5.3
3,26793311,6.4
4,7025722,6.6
2,36706141,6.5
3,75600072,6.9
9,195760,7.3
7,490475,7.2
11,6630252,6.2
2,47901582,5.3
9,56359780,6.3
7,134736,6.5
11,33253609,5.8
11,33561137,5.4
10,129128133,7.1
2,15539656,7.7
12,1487645,7
9,21158188,5.6
9,243936,7.7
9,5791328,6.6
5,20453431,5.7
5,2078661,7.2
10,80571655,6.2
11,235294,6.8
5,5758950,5.9
7,3119113,7.7
6,78378,7.2
1,40573,8.3
11,85417988,7.1
6,274024,8.5
12,138614544,5.9
9,8586392,7
6,77872883,7.4
11,1266955,7.1
10,708776,6.9
11,28331233,6.2
3,97446,5.4
5,317101119,6.2
11,120146040,5.7
5,234362462,6.6
4,86058055,7.1
6,2198924,7
9,2080321,6.8
7,25473352,5.6
9,1111061,8
4,129135,6.9
11,1712337,7.4
3,11286112,8.4
6,450897,6.4
1,828699,7.2
3,210614939,7.6
1,15800078,7.6
6,20342852,6.7
10,10169202,5.9
6,58867694,6.7
5,3058527,7.8
3,88715192,5.6
3,4600585,7
4,115694,6
9,47536778,7
12,53695808,7
6,215434591,7.6
7,3675753,7.2
9,35017297,5.6
8,63414846,7.1
3,9600,6.9
2,39123589,6.5
9,50715,6.5
2,26814957,6.7
12,50866635,7.8
5,90759676,6.6
4,37017955,7.1
3,55389516,5.8
7,3121270,7.4
9,90648202,6.4
12,69951824,7.6
5,107518682,6.6
8,80574010,5.8
2,455654,6.7
4,64167069,6.4
3,3766810,7.9
5,152647258,5.7
10,18451251,6.3
8,25352281,7.9
3,67172594,5.7
6,10547117,4.7
12,14482031,7
5,42100625,6.6
4,2536665,7.5
2,128012934,8.2
8,115646235,7.9
7,97104620,7
4,101215,6.3
3,72082998,7.2
6,2283849,8
9,3185812,7.6
5,336467,7.2
7,51855045,6.3
12,67631157,6
9,4833,6.1
12,30441326,5.6
10,27108272,7.4
12,25020758,6.9
5,154058340,8.1
9,25702053,5.7
10,471334,8.2
10,2959,7
9,24252420,6.5
10,84752907,5.7
7,5360274,7.3
12,79884879,7.2
4,43853424,7
9,645186,6.9
11,37306030,6.5
6,177002924,7.8
5,36457627,7
6,127004179,7
9,40598,5.7
7,4563650,7.1
10,3703046,6.3
11,61737191,6.6
10,719823,7.1
4,21403519,7.3
5,338523,6.9
7,16170632,7.4
10,17766658,7.2
5,17646,7
3,59301324,8.1
3,2852400,7.7
3,43577636,6.4
11,130178411,7
5,77041381,6.2
11,703232,8
7,158848340,7
12,113746621,6.2
6,2421,3.2
2,15704614,7.6
5,31424003,7.3
5,34580201,5.1
3,330360194,6.5
2,18754371,7.5
11,315058289,7.9
9,4631,6.4
5,389813101,7.6
11,2783970,1.3
4,62511,7.9
4,24801212,7.6
6,25584504,5.6
9,100234838,6.7
7,113257297,6.2
6,22105643,5.2
8,2026499,7.3
1,138291365,7.3
5,4439,6.1
9,16361885,7.7
10,63463,8.2
9,10555348,7.4
2,24946533,7.7
10,16067035,7.2
6,28000000,8
12,104945305,8
3,11242660,6.4
11,10600000,6.9
3,66000000,7.7
12,29800000,7.7
3,87044645,6.9
4,70600000,7.9
2,48979328,8.1
7,41778863,6.3
6,80931801,8.5
8,26079312,6.9
6,85182160,7.3
2,3007436,7.3
10,6342668,6
10,14504277,5.2
12,23383987,8.1
12,40716963,6.9
3,7886857,5.9
10,25533818,6.5
8,27092880,7.1
7,9077269,6.6
7,21095638,6.5
7,45517055,3.7
7,61399552,7.3
6,29450919,6.4
11,12589,6.9
12,14202899,6.2
3,2492088,7.1
4,11528900,6.5
4,4865912,6.1
4,13167232,6.1
12,79817937,5.9
12,12303904,5.7
11,3500000,5.9
5,14375181,4.6
4,22847564,7.3
3,25411386,6.6
1,57041866,7
6,115227281,7.3
11,4764606,5.7
3,1733070,5.9
3,13825794,6.8
10,12793213,6.3
8,49369899,5.6
2,12397210,8.5
11,60328558,6.9
7,21630088,5.7
4,7825009,6.8
5,1601612,7.5
4,43247647,6
5,1730005,6.8
5,1145404,7
3,14743391,7.8
11,71609321,5.5
8,31053601,5.8
7,25069101,5.5
4,15369573,5.3
8,10005969,6.1
11,17860280,6.3
7,6401336,7
2,4409328,6.2
9,356122,7.4
3,25105517,6.9
10,8403433,5.3
11,11390479,6.3
8,101157447,8.2
7,21274717,5.4
10,58055768,6.7
8,31181347,7.3
11,9317021,6
7,12741891,4.8
2,23070663,6.3
9,1125910,6.7
2,17359799,5.3
6,24332324,6.2
5,807775,7.3
10,28341469,9.3
9,3430583,6.3
12,20667959,5.8
3,11373501,6.2
10,11555430,7.5
9,17736619,5.5
10,32051917,6.6
5,38896854,6.6
2,8924549,7.1
3,515905,7.9
11,35431113,5.7
7,50727965,6
10,27112329,6.8
10,10382407,5.3
3,4064495,5.4
8,11829959,5.7
12,78676425,7.4
3,416401,7.5
1,14481231,5.9
9,1433210,7.9
5,180981856,7.2
2,34327391,6.9
11,92027888,7.6
6,4722310,6.5
2,50068310,6.7
10,72586134,5.8
3,59927618,5.2
12,285038,6.9
11,44619100,7.2
1,4073582,5.2
1,397517,7.4
3,39001187,6.7
1,2312463,4.9
11,30652890,7.3
12,315544750,8.8
6,37562568,7
7,66308518,6.6
10,46683377,6.3
1,14417593,6.7
7,54682547,6.2
10,713239,5
8,33864342,5.9
8,379384,6.6
4,889352,6.4
3,18661336,6.7
2,1765545,5.9
12,75530832,6.9
3,27287137,7.4
11,12214338,5.5
7,10571408,6.7
10,27100031,6
4,37047880,6.4
9,25170054,6.3
9,4159986,4.4
8,10667893,4.2
5,146193,5.2
10,6835856,6.6
8,4420080,3.9
1,51804714,7.3
2,16970581,7
3,8598593,7
3,8272296,7.8
4,45010278,7.4
9,85400,6.7
4,1314053,5.2
9,17131,6.4
11,307333,6.8
3,131296,7.1
5,612192,7.6
2,30336800,5.2
3,27343067,6
6,40914068,6.1
1,54234062,7.7
2,4242892,7.1
8,1222889,7.9
2,19297522,5
1,66934963,4.5
6,10219460,7.7
4,31945749,6.1
11,43905746,5.9
1,170742341,8.2
12,22771646,5.5
10,3098776,7
2,263107,7.4
3,33715436,5.5
11,20264436,6.5
10,7084227,7.3
1,15545431,5.6
11,36024076,3.9
6,13728902,5.9
3,67303450,6.7
9,1900451,4.2
9,153256,7.5
5,516726,7.6
11,290201752,7.7
4,33810189,6.4
6,8940582,6.7
10,81261177,7.2
5,2283914,6.2
3,39799191,6.2
10,5095038,6.2
6,134529403,7.1
6,4928883,1.9
9,1043896,7.4
1,9331,6.5
10,1029872,6.6
8,120540719,8.4
4,5509040,8.2
8,32238923,4.7
2,31726995,6.1
1,49772522,5.2
11,150056,7.7
4,489389,7.4
11,73780539,5.4
9,43095856,6.3
2,23530892,8.1
3,113086868,5.6
5,158119460,6.4
7,5501616,7
4,1305,7.7
6,1903434,7.3
4,175281,5.6
4,1024640,7
10,85468508,7.1
11,9936,6.3
5,334450,7.9
2,72266306,6.6
10,24602291,7.3
1,8060487,7.4
4,19363565,6.2
9,13090630,6.5
2,47860214,5.1
1,6090172,6.9
3,304533,6.7
8,5933494,5.4
9,17807569,5.9
11,5549923,6.3
9,6777741,7.2
2,80172128,6.1
8,25930652,6.2
12,760507625,7.9
2,1959420,6
10,18354356,8.1
9,14011084,6
2,70231041,5.7
6,291045518,7.1
8,13938332,6.7
4,3866794,7.2
5,257730019,7.9
5,29136626,5.7
10,11902715,7.2
3,111506430,6.8
10,3575227,6.7
10,63300095,5.9
9,38577772,6.3
9,7321,6.7
10,136025503,7.7
9,40081410,6
2,19490041,6.2
3,22000000,6.3
8,66477700,5.1
9,29504281,6.4
2,24077427,6.4
1,32680633,5.5
1,1042959,6.2
4,28835528,6.2
10,73357727,7.4
8,26004851,6.9
10,2450846,6.9
1,102541,5.9
3,50287556,6.4
5,21067116,5.4
4,38180928,6.2
8,75612460,6.7
10,637421,7.9
3,62950384,6
5,6391436,8.2
9,408983,6.2
8,325100054,5.9
2,3310031,6.4
4,34411,7
6,33245,6.4
5,58060186,5.5
5,1024175,6.7
9,288328,7.6
3,78396,5.5
4,209837675,7.3
8,1200010,7.5
5,59650222,6.4
2,17450535,5.6
8,1339152,7.7
12,141951,6.3
2,58293,7.4
5,202853933,6.6
10,53900335,4.6
1,1171559,6.4
7,66013057,5.6
9,75764672,7.1
10,17550872,7
2,31153464,5.4
4,1375769,7.1
8,513447,7
7,46009673,6
4,17329486,4.7
2,12589,7.1
9,125070033,7.4
11,27634716,6.5
10,10137502,7.3
12,21120616,7.3
7,32000304,6.2
9,74068,5.9
1,30353973,5.7
3,59689605,6
5,213767512,6.9
10,2541854,6.8
6,107825862,7.6
1,1818910,4.3
5,3220371,7
7,1918403,6.8
3,8047856,7.2
8,102092201,6.5
8,33800859,7.7
6,248286,7.6
3,15861566,6.2
2,48462608,7.3
11,271841,8.6
3,54235,7.4
8,7712114,7.5
12,56666667,7.8
4,53412862,7.1
5,39552000,6.1
11,23689877,8.1
12,135189114,7.6
12,73691419,7.1
8,10697276,4.9
9,54766923,7.7
6,7063886,7
8,30565292,7.5
4,58972904,7.1
2,16100000,6
3,28215453,7.6
7,16916617,6.1
12,234760478,7.4
10,34901614,7.4
12,9929135,7.9
11,15057465,5.2
2,8692426,6.5
2,2156772,6.8
5,49042224,5.8
8,13418091,6.3
8,591366,6.7
5,109306210,5.7
5,23509382,5.5
8,1680358,7.9
1,3369307,6.9
8,7305209,4.8
11,5979011,5.7
8,8247943,6.6
12,3331297,7.2
6,128152301,7.1
12,42039085,7.4
7,62493712,7.5
5,671382,6
12,172825435,8
11,27100027,6.7
11,18254702,7.8
6,38956288,5.3
8,4973285,6.8
3,10763469,6.4
4,12065892,5.4
2,6488114,6.2
4,16186793,6.4
3,10959015,6
9,29381956,6.4
3,178406268,7.1
10,17854933,5.4
6,119412921,7.5
1,4087361,7
12,2603061,8.1
8,38016380,6.8
4,16371128,7.2
4,1794187,7.5
4,57114049,5.7
9,22518097,5.8
2,45500797,6
9,13351357,5.9
5,21706101,7.5
1,21633781,6.4
5,139605150,6.5
10,83563139,6.5
9,390152,6.5
4,24103594,6.2
5,1519366,5.3
4,4496583,7.9
9,7993039,7.6
1,9532895,6.9
11,219195243,7.1
8,15185672,6.2
6,5377643,7.1
9,12281551,7.9
2,18898806,6.8
3,10032765,7.7
5,757088,6.8
2,30577969,5.3
7,30156002,6.2
8,19726050,5.2
3,45610410,6.1
2,17689177,6.6
11,36763355,4.7
8,52125282,6.3
4,27288872,6.1
3,29136626,7.1
7,32063435,6
4,7727256,6.2
6,65002597,6.3
6,25052000,6.7
4,2568425,7.7
8,25405445,7.1
10,273188,6.7
3,87433,4.9
12,71518503,6.6
12,67436818,8.3
10,1320043,7
12,100475249,7.1
1,82569971,7.3
5,1238905,6.6
4,31596911,6.9
9,20350754,5
8,24047675,5.5
2,6014341,4.9
1,19030691,6
3,124060553,7.2
9,4357406,5.3
8,3325651,5
5,31387164,5.2
4,134485,7.2
3,1300377,7.5
12,103046663,7.4
11,106606,5.6
10,588621,7.1
2,10292300,6.6
6,351447,8
2,67127760,6
2,14378331,7.6
1,10686841,7.3
1,13806137,6.1
1,32000301,5.6
8,40922619,6.2
7,44480039,6.7
3,35281794,6.8
11,37621,5.6
3,282175,5.9
11,21760240,5
8,10115013,6.4
9,4956401,6.5
10,1223034,5.1
9,41616262,7.2
5,116089678,7.2
3,2062405,6.9
11,635096,6.7
2,36663315,6.6
11,66518655,6.7
9,38072438,5.6
7,73648142,5.9
10,370668,6.1
10,31502583,5.3
11,3088,6
8,11614954,5.7
9,21142914,6.9
7,300880,8.2
12,377845905,9
12,497091,6.7
5,1823297,6.3
12,15220685,3.6
8,44737059,6.6
9,21468807,4.4
3,30060660,7.2
2,19478,7.6
9,6055661,6.6
9,1151941,7.4
9,268117,6
9,3157348,5.6
6,2487878,7.4
1,774469,6.9
8,5313300,6.3
5,281576461,7.2
6,1815864,6.9
9,18306166,6.5
2,784399,7
2,115802596,5.3
12,100618344,6.9
9,208400,6.9
7,36845124,6.6
4,3517797,6.5
3,1011102,7.1
